Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2019-01-02,2019,1,2,Wednesday,00,2019-00,107.33999633789062,111.68000030517578,107.0999984741211,110.69000244140625,6384800,85.16586303710938,0.0,85.16586303710938,85.16586303710938
2019-01-03,2019,1,3,Thursday,00,2019-00,111.05999755859375,111.29000091552734,108.06999969482422,108.56999969482422,6496200,83.53471374511719,-0.01915261859415951,84.35028839111328,84.35028839111328
2019-01-04,2019,1,4,Friday,00,2019-00,110.27999877929688,110.98999786376953,109.47000122070312,110.81999969482422,7952500,85.26587677001953,0.020723875707343797,84.65548451741536,84.65548451741536
2019-01-07,2019,1,7,Monday,01,2019-01,111.05999755859375,112.93000030517578,109.91999816894531,112.26000213623047,5712700,86.37382507324219,0.012994041053621341,85.08506965637207,85.08506965637207
2019-01-08,2019,1,8,Tuesday,01,2019-01,113.4000015258789,113.79000091552734,111.66999816894531,111.7699966430664,5674900,85.99681854248047,-0.004364823839190013,85.26741943359374,85.26741943359374
2019-01-09,2019,1,9,Wednesday,01,2019-01,112.69000244140625,114.0,112.44999694824219,113.2699966430664,7097000,87.15091705322266,0.013420246589379126,85.5813357035319,85.5813357035319
2019-01-10,2019,1,10,Thursday,01,2019-01,112.51000213623047,113.62999725341797,111.70999908447266,113.44999694824219,6078300,87.28941345214844,0.0015891559562271063,85.82534681047711,85.82534681047711
2019-01-11,2019,1,11,Friday,01,2019-01,113.0,113.05000305175781,111.66999816894531,112.54000091552734,4491700,86.5892562866211,-0.00802110058754335,85.92083549499512,85.92083549499512
2019-01-14,2019,1,14,Monday,02,2019-02,111.33999633789062,112.33999633789062,111.08000183105469,111.72000122070312,6121700,85.95835876464844,-0.007286094707688817,85.92500474717882,85.92500474717882
2019-01-15,2019,1,15,Tuesday,02,2019-02,111.9800033569336,113.06999969482422,111.51000213623047,112.12000274658203,4226100,86.26611328125,0.0035802744610815562,85.95911560058593,85.95911560058593
2019-01-16,2019,1,16,Wednesday,02,2019-02,111.43000030517578,112.31999969482422,111.22000122070312,111.4000015258789,5624100,85.7121353149414,-0.0064217332303181385,85.93666284734553,85.93666284734553
2019-01-17,2019,1,17,Thursday,02,2019-02,110.75,112.29000091552734,110.16999816894531,111.95999908447266,4442700,86.14299774169922,0.005026854425859817,85.953857421875,85.953857421875
2019-01-18,2019,1,18,Friday,02,2019-02,113.98999786376953,114.6500015258789,113.05999755859375,114.37000274658203,9382000,87.9972915649414,0.02152576380964022,86.11104466364934,86.11104466364934
2019-01-22,2019,1,22,Tuesday,03,2019-03,113.12000274658203,113.44999694824219,111.94999694824219,112.33999633789062,7242000,86.43537902832031,-0.017749552387852918,86.13421140398297,86.13421140398297
2019-01-23,2019,1,23,Wednesday,03,2019-03,112.37999725341797,112.66999816894531,110.41999816894531,111.38999938964844,6082300,85.70442199707031,-0.0084566879843323,86.17267990112305,86.10555877685547
2019-01-24,2019,1,24,Thursday,03,2019-03,111.02999877929688,113.81999969482422,110.91000366210938,113.51000213623047,8470700,87.33558654785156,0.01903244328323006,86.44417081560407,86.18243551254272
2019-01-25,2019,1,25,Friday,03,2019-03,114.05999755859375,114.77999877929688,112.98999786376953,113.22000122070312,6261800,87.11246490478516,-0.0025547620607569987,86.57606996808734,86.2371431238511
2019-01-28,2019,1,28,Monday,04,2019-04,111.91000366210938,112.56999969482422,111.06999969482422,112.16999816894531,6886600,86.30460357666016,-0.009273774183843897,86.57112557547433,86.24089092678494
2019-01-29,2019,1,29,Tuesday,04,2019-04,113.02999877929688,113.3499984741211,111.7699966430664,111.83000183105469,5359900,86.04299926757812,-0.0030311744477182767,86.5744241986956,86.23047557630036
2019-01-30,2019,1,30,Wednesday,04,2019-04,112.52999877929688,113.6500015258789,111.9800033569336,113.01000213623047,7941700,86.95087432861328,0.010551411140513833,86.56013543265206,86.26649551391601
2019-01-31,2019,1,31,Thursday,04,2019-04,113.80000305175781,115.41000366210938,113.37999725341797,114.6500015258789,11225600,88.21272277832031,0.014512199669644898,86.62608609880719,86.35917300269718
2019-02-01,2019,2,1,Friday,04,2019-04,116.6500015258789,119.25,116.5999984741211,118.37000274658203,10934300,91.07490539550781,0.032446369719028034,86.94648960658482,86.57352447509766
2019-02-04,2019,2,4,Monday,05,2019-05,117.5,119.75,116.30999755859375,119.73999786376953,7987900,92.12899017333984,0.011573822374610243,87.38724899291992,86.81506646197775
2019-02-05,2019,2,5,Tuesday,05,2019-05,119.62000274658203,119.86000061035156,118.69000244140625,119.4800033569336,6887400,91.9289779663086,-0.002171001838345621,87.79173932756696,87.02814610799153
2019-02-06,2019,2,6,Wednesday,05,2019-05,119.0,119.58999633789062,118.69000244140625,118.87999725341797,4990400,91.46731567382812,-0.005021945230911484,88.20282363891602,87.205712890625
