Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2019-01-02,2019,1,2,Wednesday,00,2019-00,108.0999984741211,109.13999938964844,107.7300033569336,108.97000122070312,9723500,106.81184387207031,0.0,106.81184387207031,106.81184387207031
2019-01-03,2019,1,3,Thursday,00,2019-00,108.4800033569336,108.6500015258789,105.94000244140625,106.33000183105469,10594700,104.22413635253906,-0.024226784462503703,105.51799011230469,105.51799011230469
2019-01-04,2019,1,4,Friday,00,2019-00,107.94000244140625,110.75,107.25,109.61000061035156,10122800,107.43916320800781,0.030847239113537928,106.15838114420573,106.15838114420573
2019-01-07,2019,1,7,Monday,01,2019-01,109.91000366210938,111.4000015258789,109.30000305175781,110.55999755859375,6714700,108.37035369873047,0.008667142063642386,106.71137428283691,106.71137428283691
2019-01-08,2019,1,8,Tuesday,01,2019-01,111.80000305175781,112.55999755859375,111.16999816894531,111.41999816894531,8730700,109.21332550048828,0.007778620009871728,107.21176452636719,107.21176452636719
2019-01-09,2019,1,9,Wednesday,01,2019-01,111.80000305175781,112.80000305175781,111.55999755859375,112.66999816894531,5931900,110.43856048583984,0.011218731594672349,107.74956385294597,107.74956385294597
2019-01-10,2019,1,10,Thursday,01,2019-01,111.98999786376953,112.91000366210938,111.5,112.80000305175781,6160100,110.56599426269531,0.001153888427147809,108.15191105433873,108.15191105433873
2019-01-11,2019,1,11,Friday,01,2019-01,112.18000030517578,112.91999816894531,111.7300033569336,112.6500015258789,4819100,110.41895294189453,-0.00132989642775172,108.4352912902832,108.4352912902832
2019-01-14,2019,1,14,Monday,02,2019-02,111.6500015258789,112.69999694824219,111.43000030517578,112.41999816894531,6980600,110.19351196289062,-0.0020416873462162366,108.63064914279514,108.63064914279514
2019-01-15,2019,1,15,Tuesday,02,2019-02,112.30000305175781,113.18000030517578,110.61000061035156,111.76000213623047,9800900,109.54658508300781,-0.005870825499242449,108.72224273681641,108.72224273681641
2019-01-16,2019,1,16,Wednesday,02,2019-02,111.44999694824219,112.01000213623047,110.80999755859375,110.91000366210938,5899900,108.71343231201172,-0.007605465477219409,108.72144178910689,108.72144178910689
2019-01-17,2019,1,17,Thursday,02,2019-02,110.72000122070312,111.26000213623047,110.16000366210938,111.01000213623047,6392000,108.81144714355469,0.0009015889707324476,108.72894223531087,108.72894223531087
2019-01-18,2019,1,18,Friday,02,2019-02,111.86000061035156,111.93000030517578,110.83000183105469,111.04000091552734,8554700,108.84085083007812,0.0002702260405069712,108.7375505887545,108.7375505887545
2019-01-22,2019,1,22,Tuesday,03,2019-03,110.62000274658203,111.33000183105469,109.75,110.5999984741211,6986700,108.40956115722656,-0.003962571677475157,108.7141227722168,108.7141227722168
2019-01-23,2019,1,23,Wednesday,03,2019-03,111.19000244140625,111.83999633789062,110.0,111.12000274658203,6845600,108.91926574707031,0.004701657163841189,108.86465290614537,108.72779897054036
2019-01-24,2019,1,24,Thursday,03,2019-03,111.0,111.11000061035156,109.93000030517578,110.55000305175781,6716800,108.36055755615234,-0.005129562590105885,109.16011156354632,108.70484638214111
2019-01-25,2019,1,25,Friday,03,2019-03,111.47000122070312,111.5,110.66000366210938,111.08999633789062,5706900,108.88985443115234,0.004884589807741868,109.2637323651995,108.71572920855354
2019-01-28,2019,1,28,Monday,04,2019-04,110.76000213623047,110.98999786376953,109.94999694824219,110.80999755859375,6178800,108.61540222167969,-0.002520457125288811,109.28123583112445,108.71015548706055
2019-01-29,2019,1,29,Tuesday,04,2019-04,110.6500015258789,110.93000030517578,110.0,110.9000015258789,5253700,108.70362091064453,0.0008122115939395158,109.24482836042132,108.70981156198602
2019-01-30,2019,1,30,Wednesday,04,2019-04,110.30000305175781,110.58000183105469,108.95999908447266,110.12999725341797,7853800,107.94886016845703,-0.006943289799039132,109.0669926234654,108.67176399230956
2019-01-31,2019,1,31,Thursday,04,2019-04,110.0999984741211,111.54000091552734,110.01000213623047,111.5199966430664,8351600,109.31133270263672,0.01262146290431887,108.97737394060407,108.7022196451823
2019-02-01,2019,2,1,Friday,04,2019-04,111.97000122070312,112.05000305175781,110.93000030517578,111.30000305175781,6557700,109.09569549560547,-0.0019726884825186364,108.88285555158343,108.72010491111062
2019-02-04,2019,2,4,Monday,05,2019-05,111.41000366210938,111.9800033569336,110.68000030517578,111.80000305175781,7037000,109.58580017089844,0.004492429083168714,108.83944756644112,108.75774383544922
2019-02-05,2019,2,5,Tuesday,05,2019-05,112.0199966430664,112.73999786376953,111.44999694824219,112.66000366210938,13619800,110.42876434326172,0.007692275559868955,108.90246037074498,108.8273696899414
2019-02-06,2019,2,6,Wednesday,05,2019-05,113.8499984741211,113.91999816894531,111.06999969482422,111.41000366210938,14229000,109.20352172851562,-0.011095321242004408,108.93746675763812,108.84241577148437
2019-02-07,2019,2,7,Thursday,05,2019-05,111.05000305175781,111.11000061035156,109.80999755859375,110.94999694824219,8658100,108.75263214111328,-0.004128892367805448,108.93326568603516,108.83896255493164
2019-02-08,2019,2,8,Friday,05,2019-05,110.45999908447266,111.54000091552734,110.05999755859375,111.51000213623047,6395500,109.3015365600586,0.005047274793616774,108.96617180960519,108.8560949254919
2019-02-11,2019,2,11,Monday,06,2019-06,111.7699966430664,111.80999755859375,109.25,109.44000244140625,11086400,107.27253723144531,-0.018563319350029417,108.88495581490653,108.79953929356166
2019-02-12,2019,2,12,Tuesday,06,2019-06,110.20999908447266,110.83000183105469,109.1500015258789,109.19999694824219,7610200,107.03728485107422,-0.002193034549593298,108.75052860804966,108.73877189899314
